17:10:29.145014 IP 112.26.3.8.33985 > 112.26.3.1.targus-getdata1: Flags [S], seq 1637107685, win 65535, options [mss 1460,sackOK,TS val 4294760233 ecr 0,nop,wscale 6,mptcp join id 6 token 0x8f8bf6e7 nonce 0xa6f8b058], length 0
17:10:29.192134 IP 112.26.3.8.33985 > 112.26.3.1.targus-getdata1: Flags [S], seq 1637107685, win 65535, options [mss 1460,sackOK,TS val 4294760233 ecr 0,nop,wscale 6,mptcp join id 6 token 0x8f8bf6e7 nonce 0xa6f8b058], length 0
17:10:29.241963 IP 112.26.3.8.33985 > 112.26.3.1.targus-getdata1: Flags [S], seq 1637107685, win 65535, options [mss 1460,sackOK,TS val 4294760233 ecr 0,nop,wscale 6,mptcp join id 6 token 0x8f8bf6e7 nonce 0xa6f8b058], length 0
17:10:29.374874 IP 112.26.3.1.targus-getdata1 > 112.26.3.8.33985: Flags [S.], seq 1411636188, ack 1637107686, win 28560, options [mss 1460,sackOK,TS val 21656 ecr 4294760233,nop,wscale 7,mptcp join id 5 hmac 0xe30687eeef19bd0f nonce 0x4bf5792b], length 0
17:10:29.436289 IP 112.26.3.1.targus-getdata1 > 112.26.3.8.33985: Flags [S.], seq 1411636188, ack 1637107686, win 28560, options [mss 1460,sackOK,TS val 21656 ecr 4294760233,nop,wscale 7,mptcp join id 5 hmac 0xe30687eeef19bd0f nonce 0x4bf5792b], length 0
17:10:29.497980 IP 112.26.3.8.33985 > 112.26.3.1.targus-getdata1: Flags [.], ack 1, win 2738, options [nop,nop,TS val 4294760551 ecr 21656,mptcp join hmac 0xf96a51dec3d50b921612a50ec1aefe21c13033a5], length 0
17:10:29.561024 IP 112.26.3.8.33985 > 112.26.3.1.targus-getdata1: Flags [.], ack 1, win 2738, options [nop,nop,TS val 4294760551 ecr 21656,mptcp join hmac 0xf96a51dec3d50b921612a50ec1aefe21c13033a5], length 0
17:11:06.534009 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 3809858089:3809859517, ack 2583660863, win 4107, options [nop,nop,TS val 4294796883 ecr 57503,mptcp dss ack 569926353 seq 2858367279 subseq 382705 len 1428 csum 0xc991], length 1428
17:11:06.641395 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 1428:2856, ack 1, win 4107, options [nop,nop,TS val 4294797751 ecr 58358,mptcp dss ack 569926353 seq 2858402979 subseq 384133 len 1428 csum 0x5650], length 1428
17:11:06.674900 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 4294950160:4294951588, ack 1, win 4107, options [nop,nop,TS val 4294797146 ecr 57749,mptcp dss ack 569926353 seq 2858287311 subseq 365569 len 1428 csum 0xaa], length 1428
17:11:06.792046 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 2856:4284, ack 1, win 4107, options [nop,nop,TS val 4294797901 ecr 58503,mptcp dss ack 569926353 seq 2858407263 subseq 385561 len 1428 csum 0x6fbb], length 1428
17:11:06.862839 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 4284:5712, ack 1, win 4107, options [nop,nop,TS val 4294797973 ecr 58620,mptcp dss ack 569926353 seq 2858414403 subseq 386989 len 1428 csum 0x988d], length 1428
17:11:06.890126 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 4294953016:4294954444, ack 1, win 4107, options [nop,nop,TS val 4294797351 ecr 57982,mptcp dss ack 569926353 seq 2858307303 subseq 368425 len 1428 csum 0xdfe6], length 1428
17:11:06.970926 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 5712:7140, ack 1, win 4107, options [nop,nop,TS val 4294798077 ecr 58740,mptcp dss ack 569926353 seq 2858431539 subseq 388417 len 1428 csum 0x1d21], length 1428
17:11:07.038341 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 7140:8568, ack 1, win 4107, options [nop,nop,TS val 4294798125 ecr 58859,mptcp dss ack 569926353 seq 2858435823 subseq 389845 len 1428 csum 0x20eb], length 1428
17:11:07.128667 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 8568:9996, ack 1, win 4107, options [nop,nop,TS val 4294798201 ecr 58948,mptcp dss ack 569926353 seq 2858438679 subseq 391273 len 1428 csum 0x24b3], length 1428
17:11:07.156921 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 1428:2856, ack 1, win 4107, options [nop,nop,TS val 4294797751 ecr 58358,mptcp dss ack 569926353 seq 2858402979 subseq 384133 len 1428 csum 0x5650], length 1428
17:11:07.241520 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 9996:11424, ack 1, win 4107, options [nop,nop,TS val 4294798351 ecr 59088,mptcp dss ack 569926353 seq 2858448675 subseq 392701 len 1428 csum 0xc892], length 1428
17:11:07.307578 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 2856:4284, ack 1, win 4107, options [nop,nop,TS val 4294797901 ecr 58503,mptcp dss ack 569926353 seq 2858407263 subseq 385561 len 1428 csum 0x6fbb], length 1428
17:11:07.392099 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 4284:5712, ack 1, win 4107, options [nop,nop,TS val 4294797973 ecr 58620,mptcp dss ack 569926353 seq 2858414403 subseq 386989 len 1428 csum 0x988d], length 1428
17:11:07.505401 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 11424:12852, ack 1, win 4107, options [nop,nop,TS val 4294798614 ecr 59303,mptcp dss ack 569926353 seq 2858465811 subseq 394129 len 1428 csum 0x1a2e], length 1428
17:11:07.572830 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 5712:7140, ack 1, win 4107, options [nop,nop,TS val 4294798077 ecr 58740,mptcp dss ack 569926353 seq 2858431539 subseq 388417 len 1428 csum 0x1d21], length 1428
17:11:07.676167 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 7140:8568, ack 1, win 4107, options [nop,nop,TS val 4294798125 ecr 58859,mptcp dss ack 569926353 seq 2858435823 subseq 389845 len 1428 csum 0x20eb], length 1428
17:11:07.803405 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 8568:9996, ack 1, win 4107, options [nop,nop,TS val 4294798201 ecr 58948,mptcp dss ack 569926353 seq 2858438679 subseq 391273 len 1428 csum 0x24b3], length 1428
17:11:07.848500 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 12852:14280, ack 1, win 4107, options [nop,nop,TS val 4294798954 ecr 59571,mptcp dss ack 569926353 seq 2858471523 subseq 395557 len 1428 csum 0x236d], length 1428
17:11:07.926157 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 9996:11424, ack 1, win 4107, options [nop,nop,TS val 4294798351 ecr 59088,mptcp dss ack 569926353 seq 2858448675 subseq 392701 len 1428 csum 0xc892], length 1428
17:11:08.008073 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 14280:15708, ack 1, win 4107, options [nop,nop,TS val 4294799117 ecr 59721,mptcp dss ack 569926353 seq 2858474379 subseq 396985 len 1428 csum 0xc2f0], length 1428
17:11:08.123074 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 15708:17136, ack 1, win 4107, options [nop,nop,TS val 4294799176 ecr 59805,mptcp dss ack 569926353 seq 2858475807 subseq 398413 len 1428 csum 0x4abb], length 1428
17:11:08.147437 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 11424:12852, ack 1, win 4107, options [nop,nop,TS val 4294798614 ecr 59303,mptcp dss ack 569926353 seq 2858465811 subseq 394129 len 1428 csum 0x1a2e], length 1428
17:11:08.219959 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 17136:18564, ack 1, win 4107, options [nop,nop,TS val 4294799176 ecr 59805,mptcp dss ack 569926353 seq 2858477235 subseq 399841 len 1428 csum 0x4ff7], length 1428
17:11:08.280137 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 18564:19992, ack 1, win 4107, options [nop,nop,TS val 4294799363 ecr 59986,mptcp dss ack 569926353 seq 2858488659 subseq 401269 len 1428 csum 0xb903], length 1428
17:11:08.327611 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 19992:21420, ack 1, win 4107, options [nop,nop,TS val 4294799420 ecr 60090,mptcp dss ack 569926353 seq 2858490087 subseq 402697 len 1428 csum 0xe2c6], length 1428
17:11:08.389896 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 21420:22848, ack 1, win 4107, options [nop,nop,TS val 4294799474 ecr 60217,mptcp dss ack 569926353 seq 2858491515 subseq 404125 len 1428 csum 0xc661], length 1428
17:11:08.428270 IP 112.26.3.8.39939 > 112.26.3.1.targus-getdata1: Flags [.], seq 12852:14280, ack 1, win 4107, options [nop,nop,TS val 4294798954 ecr 59571,mptcp dss ack 569926353 seq 2858471523 subseq 395557 len 1428 csum 0x236d], length 1428
