21:02:50.709590 IP 112.26.1.8.37183 > 112.26.1.1.44903: Flags [S], seq 4223755272, win 65535, options [mss 1460,sackOK,TS val 38902 ecr 0,nop,wscale 6,mptcp join id 3 token 0x7fa57e4e nonce 0x3f1218a8], length 0
21:02:50.756886 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [S.], seq 1531371114, ack 4223755273, win 65535, options [mss 1460,sackOK,TS val 262418 ecr 38902,nop,wscale 6,mptcp join id 6 hmac 0x5ef4629707bdf55d nonce 0x2932d1ec], length 0
21:02:50.806742 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [S.], seq 1531371114, ack 4223755273, win 65535, options [mss 1460,sackOK,TS val 262418 ecr 38902,nop,wscale 6,mptcp join id 6 hmac 0x5ef4629707bdf55d nonce 0x2932d1ec], length 0
21:02:50.911701 IP 112.26.1.8.37183 > 112.26.1.1.44903: Flags [.], ack 1, win 5658, options [nop,nop,TS val 39125 ecr 262418,mptcp join hmac 0x319fcf6b468b96b1c0c68db3aad6a0ca892cbfcf], length 0
21:02:50.915332 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], ack 1, win 2678, options [nop,nop,TS val 262620 ecr 39125,mptcp dss ack 2872732397], length 0
21:02:50.968068 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407978711 subseq 1 len 1428 csum 0x46b6], length 1428
21:02:51.040996 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407980139 subseq 1429 len 1428 csum 0x5167], length 1428
21:02:51.055828 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], ack 1, win 2678, options [nop,nop,TS val 262620 ecr 39125,mptcp dss ack 2872732397], length 0
21:02:51.104932 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407981567 subseq 2857 len 1428 csum 0xaa8e], length 1428
21:02:51.127605 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407978711 subseq 1 len 1428 csum 0x46b6], length 1428
21:02:51.212244 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 4285:5713, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407982995 subseq 4285 len 1428 csum 0x2fc2], length 1428
21:02:51.299046 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407980139 subseq 1429 len 1428 csum 0x5167], length 1428
21:02:51.324891 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 5713:7141, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407984423 subseq 5713 len 1428 csum 0x5383], length 1428
21:02:51.406919 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 7141:8569, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407985851 subseq 7141 len 1428 csum 0x81fe], length 1428
21:02:51.427361 IP 112.26.1.1.44903 > 112.26.1.8.37183: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 262621 ecr 39125,mptcp dss ack 2872732397 seq 407981567 subseq 2857 len 1428 csum 0xaa8e], length 1428
