20:50:00.504419 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [S.], seq 4239519382, ack 3631728030, win 65535, options [mss 1460,sackOK,TS val 143584 ecr 4294885456,nop,wscale 6,mptcp join id 3 hmac 0x420f70e2718e0e25 nonce 0x1ef4c91c], length 0
20:50:00.600208 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [S.], seq 4239519382, ack 3631728030, win 65535, options [mss 1460,sackOK,TS val 143584 ecr 4294885456,nop,wscale 6,mptcp join id 3 hmac 0x420f70e2718e0e25 nonce 0x1ef4c91c], length 0
20:50:00.648869 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [S.], seq 4239519382, ack 3631728030, win 65535, options [mss 1460,sackOK,TS val 143584 ecr 4294885456,nop,wscale 6,mptcp join id 3 hmac 0x420f70e2718e0e25 nonce 0x1ef4c91c], length 0
20:50:00.750903 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400], length 0
20:50:00.753585 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400], length 0
20:50:00.757077 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400], length 0
20:50:00.797778 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400 seq 1998734869 subseq 1 len 1428 csum 0x1bdd], length 1428
20:50:00.836113 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400 seq 1998734869 subseq 1 len 1428 csum 0x1bdd], length 1428
20:50:00.841706 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400 seq 1998734869 subseq 1 len 1428 csum 0x1bdd], length 1428
20:50:00.898073 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400 seq 1998736297 subseq 1429 len 1428 csum 0x1380], length 1428
20:50:00.947155 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 143860 ecr 4294885765,mptcp dss ack 3836451400 seq 1998737725 subseq 2857 len 1428 csum 0x1e31], length 1428
20:50:01.012295 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 4285:5713, ack 1, win 2678, options [nop,nop,TS val 143860 ecr 4294885765,mptcp dss ack 3836451400 seq 1998739153 subseq 4285 len 1428 csum 0x7758], length 1428
20:50:01.096445 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400 seq 1998736297 subseq 1429 len 1428 csum 0x1380], length 1428
20:50:01.100962 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 143859 ecr 4294885765,mptcp dss ack 3836451400 seq 1998736297 subseq 1429 len 1428 csum 0x1380], length 1428
20:50:01.138311 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 5713:7141, ack 1, win 2678, options [nop,nop,TS val 143860 ecr 4294885765,mptcp dss ack 3836451400 seq 1998740581 subseq 5713 len 1428 csum 0xfc8b], length 1428
20:50:01.255516 IP 112.26.1.1.36395 > 112.26.1.8.37309: Flags [.], seq 7141:8569, ack 1, win 2678, options [nop,nop,TS val 143860 ecr 4294885765,mptcp dss ack 3836451400 seq 1998742009 subseq 7141 len 1428 csum 0x204d], length 1428
