20:39:27.395654 IP 112.26.3.8.39915 > 112.26.3.1.37653: Flags [S], seq 1165408037, win 65535, options [mss 1460,sackOK,TS val 783148 ecr 0,nop,wscale 6,mptcp join id 6 token 0xbaf08251 nonce 0xab03f7dc], length 0
20:39:27.456509 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [S.], seq 807428570, ack 1165408038, win 65535, options [mss 1460,sackOK,TS val 1003990 ecr 783148,nop,wscale 6,mptcp join id 5 hmac 0x2de910f8d6290959 nonce 0x3e49ab27], length 0
20:39:27.511353 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [S.], seq 807428570, ack 1165408038, win 65535, options [mss 1460,sackOK,TS val 1003990 ecr 783148,nop,wscale 6,mptcp join id 5 hmac 0x2de910f8d6290959 nonce 0x3e49ab27], length 0
20:39:27.549189 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [S.], seq 807428570, ack 1165408038, win 65535, options [mss 1460,sackOK,TS val 1003990 ecr 783148,nop,wscale 6,mptcp join id 5 hmac 0x2de910f8d6290959 nonce 0x3e49ab27], length 0
20:39:27.674665 IP 112.26.3.8.39915 > 112.26.3.1.37653: Flags [.], ack 1, win 5840, options [nop,nop,TS val 783328 ecr 1003990,mptcp join hmac 0xc48361edb8e1529744f5291e0cf51b427ee0bafa], length 0
20:39:27.681383 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], ack 1, win 2678, options [nop,nop,TS val 1004212 ecr 783328,mptcp dss ack 4241485850], length 0
20:39:27.681604 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], ack 1, win 2678, options [nop,nop,TS val 1004212 ecr 783328,mptcp dss ack 4241485850], length 0
20:39:27.686490 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], ack 1, win 2678, options [nop,nop,TS val 1004212 ecr 783328,mptcp dss ack 4241485850], length 0
20:39:27.746050 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 1004213 ecr 783328,mptcp dss ack 4241485850 seq 1969128310 subseq 1 len 1428 csum 0x36ec], length 1428
20:39:27.746291 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 1004213 ecr 783328,mptcp dss ack 4241485850 seq 1969128310 subseq 1 len 1428 csum 0x36ec], length 1428
20:39:27.794186 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 1:1429, ack 1, win 2678, options [nop,nop,TS val 1004213 ecr 783328,mptcp dss ack 4241485850 seq 1969128310 subseq 1 len 1428 csum 0x36ec], length 1428
20:39:27.883394 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 1004213 ecr 783328,mptcp dss ack 4241485850 seq 1969129738 subseq 1429 len 1428 csum 0xcabe], length 1428
20:39:27.883747 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 1004213 ecr 783328,mptcp dss ack 4241485850 seq 1969129738 subseq 1429 len 1428 csum 0xcabe], length 1428
20:39:27.980515 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 1429:2857, ack 1, win 2678, options [nop,nop,TS val 1004213 ecr 783328,mptcp dss ack 4241485850 seq 1969129738 subseq 1429 len 1428 csum 0xcabe], length 1428
20:39:28.032214 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 1004215 ecr 783328,mptcp dss ack 4241485850 seq 1969131166 subseq 2857 len 1428 csum 0x53a1], length 1428
20:39:28.032558 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 2857:4285, ack 1, win 2678, options [nop,nop,TS val 1004215 ecr 783328,mptcp dss ack 4241485850 seq 1969131166 subseq 2857 len 1428 csum 0x53a1], length 1428
20:39:28.085877 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 4285:5713, ack 1, win 2678, options [nop,nop,TS val 1004215 ecr 783328,mptcp dss ack 4241485850 seq 1969132594 subseq 4285 len 1428 csum 0x7511], length 1428
20:39:28.086208 IP 112.26.3.1.37653 > 112.26.3.8.39915: Flags [.], seq 4285:5713, ack 1, win 2678, options [nop,nop,TS val 1004215 ecr 783328,mptcp dss ack 4241485850 seq 1969132594 subseq 4285 len 1428 csum 0x7511], length 1428
